misalignment_index,cam_roll_deg,cam_pitch_deg,cam_yaw_deg,yaw_index,car_roll_deg,car_pitch_deg,car_yaw_deg,weighted_rmse
3,0.25,-0.5,1.9413304393625098e-19,37,0.0,-0.0,4.999999999999995,0.00080011148578311
3,0.25,-0.5,1.9413304393625098e-19,38,0.0,-0.0,9.999999999999988,0.0007957162330500255
3,0.25,-0.5,1.9413304393625098e-19,39,0.0,-0.0,15.000000000000009,0.000791353695271683
3,0.25,-0.5,1.9413304393625098e-19,40,0.0,-0.0,20.0,0.0007871795058569217
3,0.25,-0.5,1.9413304393625098e-19,41,0.0,-0.0,24.999999999999996,0.0007833506630378873
3,0.25,-0.5,1.9413304393625098e-19,42,0.0,-0.0,29.999999999999993,0.0007800192446326664
3,0.25,-0.5,1.9413304393625098e-19,43,0.0,-0.0,34.99999999999999,0.0007773259452065002
3,0.25,-0.5,1.9413304393625098e-19,44,0.0,-0.0,40.000000000000014,0.0007753905945177722
3,0.25,-0.5,1.9413304393625098e-19,45,0.0,-0.0,45.00000000000001,0.0007743028404398344
3,0.25,-0.5,1.9413304393625098e-19,46,0.0,-0.0,49.99999999999999,0.000774113682303634
3,0.25,-0.5,1.9413304393625098e-19,47,0.0,-0.0,54.99999999999999,0.0007748291073173502
